"X1","X2","X3","status","formatted_address","index","lat","long","accuracy"
NA,NA,NA,"OK","Tianyuan, Zhuzhou, Hunan, China",1615,27.826866,113.082216,"political"
NA,NA,NA,"OK","Zhuzhou, Hunan, China",1616,27.699234,113.143921,"political"
NA,NA,NA,"OK","Youxian, Zhuzhou, Hunan, China",1617,27.014583,113.396385,"political"
NA,NA,NA,"OK","Chaling, Zhuzhou, Hunan, China",1618,26.777521,113.539094,"political"
NA,NA,NA,"OK","Yanling, Zhuzhou, Hunan, China",1619,26.489902,113.772655,"political"
NA,NA,NA,"OK","Liling, Zhuzhou, Hunan, China",1620,27.646096,113.496999,"political"
NA,NA,NA,"OK","Yuhu, Xiangtan, Hunan, China",1621,27.856325,112.907162,"political"
NA,NA,NA,"OK","Yuetang, Xiangtan, Hunan, China",1622,27.872028,112.969479,"political"
NA,NA,NA,"OK","Xiangtan, Hunan, China",1623,27.778958,112.950831,"political"
NA,NA,NA,"OK","Xiangxiang, Xiangtan, Hunan, China",1624,27.734109,112.535036,"political"
NA,NA,NA,"OK","Shaoshan, Xiangtan, Hunan, China",1625,27.915008,112.52667,"political"
NA,NA,NA,"OK","Zhuhui, Hengyang, Hunan, China",1626,26.894765,112.620209,"political"
NA,NA,NA,"OK","Yanfeng, Hengyang, Hunan, China",1627,26.888665,112.616612,"political"
NA,NA,NA,"OK","Shigu, Hengyang, Hunan, China",1628,26.943755,112.597992,"political"
NA,NA,NA,"OK","Zhengxiang, Hengyang, Hunan, China",1629,26.911413,112.566996,"political"
NA,NA,NA,"OK","Nanyue, Hengyang, Hunan, China",1630,27.232443,112.738604,"political"
NA,NA,NA,"OK","Hengyang, Hunan, China",1631,26.969577,112.370546,"political"
NA,NA,NA,"OK","Hengnan, Hengyang, Hunan, China",1632,26.738247,112.677877,"political"
NA,NA,NA,"OK","Hengshan, Hengyang, Hunan, China",1633,27.23029,112.868268,"political"
NA,NA,NA,"OK","Hengdong, Hengyang, Hunan, China",1634,27.08117,112.953168,"political"
NA,NA,NA,"OK","Qidong, Hengyang, Hunan, China",1635,26.799896,112.090356,"political"
NA,NA,NA,"OK","Leiyang, Hengyang, Hunan, China",1636,26.422277,112.859759,"political"
NA,NA,NA,"OK","Changning, Hengyang, Hunan, China",1637,26.420932,112.399995,"political"
NA,NA,NA,"OK","Shuangqing, Shaoyang, Hunan, China",1638,27.232708,111.496341,"political"
